,id,popularity,release_date,title,vote_average,vote_count,release_year,release_month
10096,130361,0.6,1935-11-23,A Thrill for Thelma,0.0,0,1935.0,11.0
10097,466314,0.84,1991-05-05,White Hot: The Mysterious Murder of Thelma Todd,0.0,0,1991.0,5.0
10098,495038,0.6,2017-04-30,Catching Sight of Thelma & Louise,8.0,1,2017.0,4.0
10099,571126,0.6,2010-01-01,Thelma Schoonmaker Powell on 'The Red Shoes',0.0,0,2010.0,1.0
10100,395993,7.542,2017-09-22,Stronger,7.0,721,2017.0,9.0
10101,13636,3.049,2008-05-30,Bigger Stronger Faster*,6.9,60,2008.0,5.0
10102,577145,0.6,2016-10-26,Stronger,0.0,0,2016.0,10.0
10103,514946,1.249,2018-01-06,Stronger Together,0.0,0,2018.0,1.0
10104,175710,1.635,1939-06-30,Stronger Than Desire,5.5,2,1939.0,6.0
10105,294003,1.4,2001-01-01,Getting Stronger Every Day,4.0,2,2001.0,1.0
10106,496487,0.851,2007-10-04,The Stronger,0.0,0,2007.0,10.0
10107,279011,0.841,1954-09-24,Stronger that the Night,0.0,0,1954.0,9.0
10108,291983,0.841,1919-04-27,The Stronger Vow,0.0,0,1919.0,4.0
10109,363068,0.84,1978-03-11,Stronger Than The Sun,0.0,0,1978.0,3.0
10110,372518,4.706,2016-06-16,Stronger Than The World: The Story of José Aldo,6.7,69,2016.0,6.0
10111,286269,0.6,1936-08-26,Stronger Than Paragraphs,5.0,1,1936.0,8.0
10112,323319,0.6,2014-11-27,Stronger than Arms,0.0,0,2014.0,11.0
10113,381307,0.6,1953-01-01,I Was Stronger,0.0,0,1953.0,1.0
10114,476271,0.6,1931-01-01,The Stronger Sex,0.0,0,1931.0,1.0
10115,330448,0.6,2007-01-01,Stronger than Pain,0.0,0,2007.0,1.0
10116,262633,0.6,2011-01-11,Making Stuff: Stronger,0.0,0,2011.0,1.0
10117,546927,0.6,1959-05-05,No Stronger Swords,0.0,0,1959.0,5.0
10118,529687,0.6,1916-08-13,The Stronger Love,0.0,0,1916.0,8.0
10119,124371,0.6,,Stronger Than Blood,0.0,0,,
10120,411020,0.857,2016-09-05,I Called Him Morgan,7.4,15,2016.0,9.0
10121,7301,3.744,2005-11-16,Lonesome Jim,6.5,35,2005.0,11.0
10122,1628,6.009,1962-01-23,Jules and Jim,7.8,325,1962.0,1.0
10123,11387,2.978,1965-02-15,Lord Jim,6.8,25,1965.0,2.0
10124,469019,7.469,2017-09-05,Jim & Andy: The Great Beyond,7.7,282,2017.0,9.0
10125,48643,2.688,2005-04-22,Piccadilly Jim,6.6,5,2005.0,4.0
10126,404022,3.998,2016-07-01,Jim Jefferies: Freedumb,7.6,52,2016.0,7.0
10127,43522,2.319,1942-11-14,Gentleman Jim,7.0,16,1942.0,11.0
10128,289333,3.746,2014-08-29,Jim Jefferies: Bare,7.6,67,2014.0,8.0
10129,263111,2.015,2014-04-27,Jim Gaffigan: Obsessed,7.3,32,2014.0,4.0
10130,49505,2.988,2010-11-08,Jim Jefferies: Alcoholocaust,7.3,30,2010.0,11.0
10131,43233,1.761,1957-09-17,Lucky Jim,5.4,10,1957.0,9.0
10132,20837,2.535,2009-03-29,Jim Gaffigan: King Baby,7.4,25,2009.0,3.0
10133,432959,2.448,2017-01-10,Jim Gaffigan: Cinco,7.2,36,2017.0,1.0
10134,119006,1.5,1936-08-14,Piccadilly Jim,6.5,1,1936.0,8.0
10135,422742,4.735,2018-03-29,Jim Button and Luke the Engine Driver,6.4,24,2018.0,3.0
10136,132631,1.4,1935-09-01,Diamond Jim,0.0,0,1935.0,9.0
10137,323656,1.383,2015-09-25,Just Jim,5.6,23,2015.0,9.0
10138,532374,3.966,2018-07-13,Jim Jefferies: This Is Me Now,7.1,28,2018.0,7.0
10139,389393,1.342,2003-04-11,Lucky Jim,0.0,0,2003.0,4.0
10140,101449,2.596,2012-04-11,Jim Gaffigan: Mr. Universe,7.1,34,2012.0,4.0
10141,412213,0.785,2016-09-29,The Women's Balcony,7.5,11,2016.0,9.0
10142,436340,1.547,2017-03-29,Félicité,6.0,14,2017.0,3.0
10143,344867,0.6,1979-05-22,Felicite,0.0,0,1979.0,5.0
10144,555307,0.6,2017-12-06,FÉLICITÉ Remix #1: BILLARD LUXURY PALACE,0.0,0,2017.0,12.0
10145,395834,17.565,2017-08-03,Wind River,7.4,2291,2017.0,8.0
10146,66796,0.722,2000-06-07,Wind River,7.0,3,2000.0,6.0
10147,289414,0.6,1953-04-01,The Wind and the River,0.0,0,1953.0,4.0
10148,75552,2.146,1980-05-01,The Mountain Men,5.8,18,1980.0,5.0
10149,102774,0.904,2011-01-07,Kawamo o Suberu Kaze,6.5,2,2011.0,1.0
10150,337170,13.362,2017-08-17,American Made,6.7,2079,2017.0,8.0
10151,187978,0.6,2013-08-30,American Made Movie,6.3,2,2013.0,8.0
10152,144951,0.846,2012-05-10,This American Life Live: The Invisible Made Visible,0.0,0,2012.0,5.0
10153,29369,3.038,1966-12-03,Made in U.S.A.,6.6,32,1966.0,12.0
10154,418078,11.077,2017-06-09,It Comes at Night,5.7,1093,2017.0,6.0
10155,258230,11.526,2016-10-07,A Monster Calls,7.1,1853,2016.0,10.0
10156,410117,6.912,2016-12-12,Lady Macbeth,6.6,263,2016.0,12.0
10157,579680,7.928,2019-04-02,Shostakovich: Lady Macbeth of Mtsensk,0.0,0,2019.0,4.0
10158,433303,0.885,1992-01-01,Lady Macbeth of Mtsensk,4.0,1,1992.0,1.0
10159,582170,0.84,2016-01-23,Shostakovich: Lady Macbeth of Mtsensk,0.0,0,2016.0,1.0
10160,416405,0.6,2002-12-01,Lady Macbeth of Mtsensk,0.0,0,2002.0,12.0
10161,550723,0.6,2005-07-01,Lady Macbeth of Mtsensk,0.0,0,2005.0,7.0
10162,342167,0.84,1989-12-30,Lady Macbeth of the Mtsensk District,1.0,1,1989.0,12.0
10163,191407,0.6,1962-01-01,Siberian Lady Macbeth,6.4,5,1962.0,1.0
10164,152806,0.6,2007-01-30,Shostakovich: Lady Macbeth of Mtsensk,0.0,0,2007.0,1.0
10165,399404,12.559,2017-11-22,Darkest Hour,7.3,2593,2017.0,11.0
10166,71469,10.672,2011-12-22,The Darkest Hour,4.9,707,2011.0,12.0
10167,24033,1.892,2009-10-06,Darwin's Darkest Hour,5.1,6,2009.0,10.0
10168,533094,0.84,2005-10-31,Darkest Hour,0.0,0,2005.0,10.0
10169,494210,1.246,2017-07-01,Alice - The Darkest Hour,6.0,1,2017.0,7.0
10170,488576,0.6,1911-02-13,Her Darkest Hour,0.0,0,1911.0,2.0
10171,526615,0.6,,In the Darkest Hour,0.0,0,,
10172,182046,0.6,2005-04-01,Party Scars and Prison Bars,0.0,0,2005.0,4.0
10173,313496,0.6,2005-02-22,Darkest Hour - Party Scars & Prison Bars: A Thrashography,0.0,0,2005.0,2.0
10174,47363,2.342,1991-07-13,Deathstalker IV: Match of Titans,4.0,7,1991.0,7.0
10175,417870,11.296,2017-07-21,Girls Trip,6.8,937,2017.0,7.0
10176,32337,0.6,2008-01-01,Man Hunters: Sex Trips for Girls,10.0,1,2008.0,1.0
10177,340101,8.468,2017-04-06,Their Finest,6.9,188,2017.0,4.0
10178,377263,7.598,2016-09-07,Frantz,7.5,327,2016.0,9.0
10179,193565,1.157,1996-10-09,"Frantz Fanon: Black Skin, White Mask",5.0,1,1996.0,10.0
10180,427307,0.6,2001-11-30,"Frantz Fanon: His Life, His Struggle, His Work",0.0,0,2001.0,11.0
10181,591450,0.6,,Frantzola Politelias,0.0,0,,
10182,314095,11.594,2017-03-15,The Lost City of Z,6.2,1337,2017.0,3.0
10183,31201,3.867,2008-10-31,Lost City Raiders,4.5,39,2008.0,10.0
10184,902,9.925,1995-05-16,The City of Lost Children,7.5,476,1995.0,5.0
10185,429199,5.539,2017-02-03,The Other Side of Hope,7.0,109,2017.0,2.0
10186,432942,1.617,2017-08-18,Gook,6.6,21,2017.0,8.0
10187,64979,2.517,2009-11-11,Postman to Heaven,6.6,19,2009.0,11.0
10188,411013,1.22,2017-04-21,Citizen Jane: Battle for the City,8.0,3,2017.0,4.0
10189,411007,3.166,2017-05-19,Abacus: Small Enough to Jail,7.4,38,2017.0,5.0
10190,432976,6.845,2017-06-03,Icarus,7.8,278,2017.0,6.0
10191,35402,2.793,2010-02-09,Icarus,5.2,40,2010.0,2.0
10192,413122,0.6,1989-01-01,Icarus,0.0,0,1989.0,1.0
10193,351403,0.6,1960-01-01,Icarus,0.0,0,1960.0,1.0
10194,486954,0.6,2016-04-22,Icarus,5.0,1,2016.0,4.0
10195,511187,0.6,1974-01-01,Icarus,0.0,0,1974.0,1.0
10196,517111,1.624,2017-10-07,The Icarus Line Must Die,10.0,1,2017.0,10.0
10197,524963,0.6,,Our Icarus,0.0,0,,
10198,25264,4.059,1979-12-12,I... For Icarus,7.6,48,1979.0,12.0
10199,100796,0.6,2008-10-03,Kid Icarus,0.0,0,2008.0,10.0
10200,521066,0.6,,Daedalus and Icarus,0.0,0,,
10201,120512,0.632,2011-01-19,The Childhood of Icarus,0.0,0,2011.0,1.0
10202,19757,2.002,1963-07-26,Icarus XB 1,6.8,22,1963.0,7.0
10203,256470,0.6,1974-01-01,The Flight of Icarus,6.4,5,1974.0,1.0
10204,537825,0.6,1960-01-01,The Flight of Icarus,0.0,0,1960.0,1.0
10205,243230,0.6,1962-01-01,Icarus Montgolfier Wright,0.0,0,1962.0,1.0
10206,327398,0.6,,Dream of Drowning (Icarus),0.0,0,,
10207,297713,0.6,1968-01-01,Tobias Icarus Age Four,0.0,0,1968.0,1.0
10208,513503,0.6,,Icarus dish mart,0.0,0,,
10209,145593,0.6,2012-11-24,Kyle Kinane: Whiskey Icarus,9.0,2,2012.0,11.0
10210,385761,0.6,2017-03-31,All This Panic,7.0,3,2017.0,3.0
10211,468213,2.778,2017-10-02,Human Flow,7.1,40,2017.0,10.0
10212,387426,8.297,2017-06-28,Okja,7.5,2062,2017.0,6.0
10213,407448,12.922,2017-07-28,Detroit,7.3,764,2017.0,7.0
10214,23096,2.825,1983-05-06,Doctor Detroit,5.2,30,1983.0,5.0
10215,9781,6.318,1999-08-13,Detroit Rock City,6.7,164,1999.0,8.0
10216,501606,3.34,2018-09-06,Ranam,5.5,7,2018.0,9.0
10217,22025,3.014,2008-08-22,Detroit Metal City,6.4,27,2008.0,8.0
10218,100046,4.546,2012-04-27,The Giant Mechanical Man,6.3,69,2012.0,4.0
10219,503936,0.622,2003-06-28,Detroit,10.0,1,2003.0,6.0
10220,533144,1.96,2018-07-01,Detroit: Comeback City,0.0,0,2018.0,7.0
10221,102059,2.269,1988-04-22,Collision Course,3.8,14,1988.0,4.0
10222,85837,0.805,1973-08-01,Detroit 9000,5.5,13,1973.0,8.0
10223,535905,1.4,2018-05-25,Detroit: Become Human – Zlatko,0.0,0,2018.0,5.0
10224,567844,0.6,2018-12-15,Detroit Ukulele,5.0,1,2018.0,12.0
10225,283097,0.969,2014-07-23,Lost In Detroit 2,6.9,4,2014.0,7.0
10226,262528,0.662,1959-12-18,The Purple Gang,6.0,1,1959.0,12.0
10227,81528,0.6,2010-11-29,Detroit: Wild City,6.0,2,2010.0,11.0
10228,127891,0.626,2012-09-09,Detroit Unleaded,2.0,1,2012.0,9.0
10229,283340,0.879,1990-05-18,Kiss [1990] Detroit 1990,0.0,0,1990.0,5.0
10230,462535,0.6,2005-03-19,Detroit Devival,0.0,0,2005.0,3.0
10231,279985,0.6,,Detroit Winter,0.0,0,,
10232,348501,0.6,1956-01-01,Inside Detroit,0.0,0,1956.0,1.0
10233,335578,7.439,2015-12-03,Land of Mine,7.8,648,2015.0,12.0
10234,553789,0.6,2018-10-22,Land of Mine,9.5,1,2018.0,10.0
10235,408466,0.6,2016-05-06,The Land of Mine,0.0,0,2016.0,5.0
10236,314725,0.6,2014-12-13,In This Land Lay Graves of Mine,0.0,0,2014.0,12.0
10237,205284,0.6,1908-07-03,In the Land of the Gold Mines,0.0,0,1908.0,7.0
10238,94411,0.6,1962-01-01,The Warfare of Landmine,0.0,0,1962.0,1.0
10239,325385,3.781,2016-03-23,Endless Poetry,7.9,75,2016.0,3.0
10240,359784,5.831,2017-04-14,Maudie,7.6,117,2017.0,4.0
10241,395982,6.218,2017-02-10,Prevenge,5.5,105,2017.0,2.0
10242,451499,7.929,2017-10-11,School of Life,7.2,99,2017.0,10.0
10243,433074,2.185,2019-03-06,School Life,6.3,6,2019.0,3.0
10244,35320,3.484,2005-02-19,School of Life,6.6,50,2005.0,2.0
10245,369883,6.999,2016-10-07,Middle School: The Worst Years of My Life,7.0,178,2016.0,10.0
10246,362677,0.6,2004-06-01,School of Life,6.7,3,2004.0,6.0
10247,380735,0.875,2016-02-06,Hakuohki SSL: Sweet School Life - The Movie,0.0,0,2016.0,2.0
10248,130542,0.681,1938-11-11,School Is the Foundation of Life,8.0,3,1938.0,11.0
10249,317307,0.6,2003-01-12,School's Out: The Life of a Gay High School in Texas,0.0,0,2003.0,1.0
10250,264961,0.84,1971-08-27,Secret Life of a Schoolgirl Wife,0.0,0,1971.0,8.0
10251,331719,0.6,2013-01-01,World School: A Single Journey Can Change the Course of a Lifetime,0.0,0,2013.0,1.0
10252,18823,16.449,2010-04-01,Clash of the Titans,5.7,3588,2010.0,4.0
10253,10323,7.805,1981-03-15,Clash of the Titans,6.7,326,1981.0,3.0
10254,108519,0.904,2009-07-18,Clash,5.5,2,2009.0,7.0
10255,393184,2.23,2016-07-27,Clash,7.6,37,2016.0,7.0
10256,178158,0.911,1984-02-08,Clash,7.0,1,1984.0,2.0
10257,382512,8.58,2016-02-19,LEGO DC Comics Super Heroes: Justice League: Cosmic Clash,5.4,44,2016.0,2.0
10258,55208,2.077,2009-12-09,Clash,5.5,11,2009.0,12.0
10259,515559,0.6,2017-09-01,Clash,0.0,0,2017.0,9.0
10260,296694,0.6,2006-01-01,Clash,0.0,0,2006.0,1.0
10261,24003,1.83,1952-06-16,Clash by Night,7.0,32,1952.0,6.0
10262,493068,1.149,2017-12-17,WWE Clash of Champions 2017,7.7,6,2017.0,12.0
10263,465430,0.876,2017-12-08,Cultural Clash,0.0,0,2017.0,12.0
10264,437077,0.6,1990-06-23,Coconut Clash,0.0,0,1990.0,6.0
10265,481821,1.347,2013-09-09,The Clash - Sound system,0.0,0,2013.0,9.0
10266,16014,1.349,2006-08-25,Clash of Egos,6.1,14,2006.0,8.0
10267,22809,1.59,2008-07-01,Storm Rider: Clash of the Evils,5.4,7,2008.0,7.0
10268,287469,0.6,1996-01-01,The Draughtmen's Clash,0.0,0,1996.0,1.0
10269,282350,0.621,1983-01-02,Clash of Loyalties,0.0,0,1983.0,1.0
10270,54754,0.6,2003-06-13,The Clash: The Essential Clash,6.5,1,2003.0,6.0
10271,205127,0.6,1961-04-25,Clash and Carry,10.0,1,1961.0,4.0
10272,68730,10.354,2016-12-22,Silence,7.1,1489,2016.0,12.0
10273,14001,9.8,2007-03-16,Dead Silence,6.3,939,2007.0,3.0
10274,423717,1.377,1926-04-25,Silence,0.0,0,1926.0,4.0
10275,527261,3.468,2019-04-10,The Silence,0.0,0,2019.0,4.0
10276,267480,4.682,2014-08-30,The Look of Silence,8.1,129,2014.0,8.0
10277,20721,4.448,1985-05-03,Code of Silence,6.1,66,1985.0,5.0
10278,8899,4.413,2008-08-27,Lorna's Silence,6.9,65,2008.0,8.0
10279,412471,2.308,2016-10-14,Dark Silence,4.1,14,2016.0,10.0
10280,92670,1.658,1971-11-13,Silence,7.1,15,1971.0,11.0
10281,274,4.786,1991-02-01,The Silence of the Lambs,8.3,8080,1991.0,2.0
10282,223389,2.074,1997-09-22,Dead Silence,5.3,3,1997.0,9.0
10283,86707,1.4,2011-12-09,Silence,4.5,6,2011.0,12.0
10284,24075,2.662,2005-12-13,Silence Becomes You,3.8,12,2005.0,12.0
10285,521960,1.669,2018-04-03,Silence Patton,8.0,1,2018.0,4.0
10286,261996,0.662,2010-10-28,Silence,6.0,2,2010.0,10.0
10287,585411,1.4,2017-12-02,The Silence,0.0,0,2017.0,12.0
10288,40650,2.989,1949-04-22,Le Silence de la Mer,7.9,33,1949.0,4.0
10289,32008,2.203,1961-03-31,Blast of Silence,7.0,22,1961.0,3.0
10290,279817,1.4,2014-01-14,Of Silence,4.1,11,2014.0,1.0
10291,497910,2.143,2018-02-20,Né sous silence,6.0,4,2018.0,2.0
10292,284054,54.75,2018-02-13,Black Panther,7.4,11357,2018.0,2.0
10293,86841,2.072,2011-01-18,Black Panther,5.1,11,2011.0,1.0
10294,505642,2.732,2020-11-06,Black Panther 2,0.0,0,2020.0,11.0
10295,299096,1.09,2013-06-30,Black Panther,0.0,0,2013.0,6.0
10296,303740,1.278,1974-08-14,Black Panther Bitch M,4.5,2,1974.0,8.0
10297,528222,2.541,2018-06-04,LEGO Marvel Super Heroes: Black Panther - Trouble in Wakanda,5.1,7,2018.0,6.0
10298,189225,1.12,1970-08-24,"Eldridge Cleaver, Black Panther",9.0,1,1970.0,8.0
10299,221298,0.65,1987-08-14,Ninja Phantom Heroes,6.5,2,1987.0,8.0
10300,302547,1.127,1963-03-15,The Black Panther of Ratana,0.0,0,1963.0,3.0
10301,252505,0.6,1993-11-18,The Black Panther Warriors,0.0,0,1993.0,11.0
10302,476176,0.6,1969-03-28,The Black Panther,0.0,0,1969.0,3.0
10303,248088,0.6,1973-01-05,"Eusébio, The Black Panther",5.0,2,1973.0,1.0
10304,106876,0.635,1977-12-26,The Black Panther,5.7,8,1977.0,12.0
10305,328475,0.6,2014-06-01,Black Panther Woman,10.0,2,2014.0,6.0
10306,507323,0.6,,The Black Panther,7.0,5,,
10307,494607,0.6,1956-01-01,The Black Panther,0.0,0,1956.0,1.0
10308,293366,0.6,1968-05-31,"Gungala, The Black Panther Girl",5.0,1,1968.0,5.0
10309,144807,0.6,1973-09-28,The Black Panther,5.0,1,1973.0,9.0
10310,144597,1.4,1968-12-01,Black Panthers,6.3,7,1968.0,12.0
10311,319089,1.218,2015-01-23,The Black Panthers: Vanguard of the Revolution,7.3,32,2015.0,1.0
10312,353081,32.726,2018-07-13,Mission: Impossible - Fallout,7.3,3505,2018.0,7.0
10313,487558,21.889,2018-07-30,BlacKkKlansman,7.6,2642,2018.0,7.0
10314,324857,117.982,2018-12-07,Spider-Man: Into the Spider-Verse,8.5,2947,2018.0,12.0
10315,569094,1.279,,Spider-Man: Into the Spider-Verse Sequel,0.0,0,,
10316,447332,25.765,2018-04-03,A Quiet Place,7.3,5370,2018.0,4.0
10317,520763,1.017,2020-05-15,A Quiet Place 2,0.0,0,2020.0,5.0
10318,473942,0.99,1986-04-01,A Quiet Place,4.0,1,1986.0,4.0
10319,384154,0.6,2016-02-18,A Quiet Place,5.0,1,2016.0,2.0
10320,105079,0.6,1970-02-20,A Quiet Place to Kill,5.6,5,1970.0,2.0
10321,92927,1.425,1968-11-14,A Quiet Place in the Country,6.5,15,1968.0,11.0
10322,401847,19.972,2018-10-19,Can You Ever Forgive Me?,6.9,352,2018.0,10.0
10323,489925,12.08,2018-01-19,Eighth Grade,7.5,419,2018.0,1.0
10324,256010,0.6,1984-01-02,The Best Legs in Eighth Grade,0.0,0,1984.0,1.0
10325,346648,11.523,2017-11-09,Paddington 2,7.6,824,2017.0,11.0
10326,398818,21.322,2017-09-01,Call Me by Your Name,8.3,4622,2017.0,9.0
10327,500276,1.385,,Call Me by Your Name Sequel,0.0,0,,
10328,260513,44.467,2018-06-14,Incredibles 2,7.6,5727,2018.0,6.0
10329,375262,36.892,2018-11-23,The Favourite,7.7,1715,2018.0,11.0
10330,210203,2.069,2003-02-28,The Favourite Game,5.0,1,2003.0,2.0
10331,331952,0.6,1936-03-12,The Empress's Favourite,0.0,0,1936.0,3.0
10332,591829,1.217,2019-03-05,The Favourite: Unstitching the Costume Drama,0.0,0,2019.0,3.0
10333,520680,0.6,1913-05-03,The Favourite for the Jamaica Cup,0.0,0,1913.0,5.0
10334,378305,0.6,,The Nation's Favourite Beatles Number One,10.0,1,,
10335,576660,0.6,2015-04-14,Britain's Favourite Foods - Are They Good for You?,0.0,0,2015.0,4.0
10336,9849,7.797,1999-02-11,My Favorite Martian,5.3,135,1999.0,2.0
10337,47450,2.745,1985-02-06,Favourites of the Moon,3.3,4,1985.0,2.0
10338,298604,0.6,1917-01-31,Maharadjahens yndlingshustru I,0.0,0,1917.0,1.0
10339,443463,9.992,2018-06-29,Leave No Trace,6.8,365,2018.0,6.0
10340,401469,26.465,2018-11-06,Widows,6.5,767,2018.0,11.0
10341,25440,1.65,1994-05-13,Widows' Peak,6.2,5,1994.0,5.0
10342,293138,0.664,2002-08-04,Widows,1.0,1,2002.0,8.0
10343,293340,0.6,1983-03-16,Widows,10.0,1,1983.0,3.0
10344,410144,1.083,2016-08-05,Black Widows,4.6,6,2016.0,8.0
10345,81022,1.761,2011-08-18,Widows,5.3,8,2011.0,8.0
10346,244217,0.933,1933-11-18,Havana Widows,8.0,1,1933.0,11.0
10347,384760,0.6,1977-12-01,Widows' Nest,0.0,0,1977.0,12.0
10348,211826,0.655,1926-06-19,Footloose Widows,0.0,0,1926.0,6.0
10349,308759,0.661,1998-01-22,Widows,0.0,0,1998.0,1.0
10350,401143,0.6,1926-12-12,Golf Widows,0.0,0,1926.0,12.0
10351,528948,0.6,1985-04-03,Widows 2,8.0,1,1985.0,4.0
10352,558192,0.84,,Wharf of Widows,0.0,0,,
10353,364556,0.6,1989-01-01,The Village of Widows,0.0,0,1989.0,1.0
10354,380334,0.6,1976-01-01,Widows,7.0,1,1976.0,1.0
10355,522041,0.6,1977-01-01,Nine Flirtatious Widows,0.0,0,1977.0,1.0
10356,121580,1.021,1968-04-13,"Franco, Ciccio and the Cheerful Widows",5.4,6,1968.0,4.0
10357,410715,0.621,1965-01-01,The Fifteen-Year-Old Widows,7.0,1,1965.0,1.0
10358,260286,0.6,1976-11-29,Consoling Widows,0.0,0,1976.0,11.0
10359,260753,0.6,1975-05-22,Valley of the Dancing Widows,0.0,0,1975.0,5.0
10360,490003,9.902,2018-06-08,Won't You Be My Neighbor?,8.4,188,2018.0,6.0
10361,505192,22.873,2018-06-02,Shoplifters,8.0,377,2018.0,6.0
10362,426615,1.4,,Shoplifters of the World,10.0,2,,
10363,574898,0.6,,The Shoplifters,0.0,0,,
10364,402897,8.434,2017-10-20,The Death of Stalin,7.0,658,2017.0,10.0
10365,126282,1.191,1991-02-13,The Death of Stalinism in Bohemia,7.8,15,1991.0,2.0
10366,470044,20.554,2018-10-19,The Hate U Give,8.2,467,2018.0,10.0
10367,455207,22.523,2018-08-15,Crazy Rich Asians,7.1,1277,2018.0,8.0
10368,363088,55.415,2018-07-04,Ant-Man and the Wasp,7.0,5292,2018.0,7.0
10369,424781,12.23,2018-07-06,Sorry to Bother You,7.0,396,2018.0,7.0
10370,369972,30.632,2018-10-11,First Man,7.1,1999,2018.0,10.0
10371,432320,1.4,2017-08-10,First Man,8.3,2,2017.0,8.0
10372,519958,1.382,1996-08-23,The First Man,4.0,1,1996.0,8.0
10373,28955,1.194,1959-02-01,First Man Into Space,5.0,18,1959.0,2.0
10374,87206,1.007,1955-09-30,The First Bad Man,6.7,3,1955.0,9.0
10375,159982,1.081,2012-01-01,First Man on the Moon,0.0,0,2012.0,1.0
10376,85547,1.826,2011-09-09,The First Man,6.2,12,2011.0,9.0
10377,454416,0.68,2016-09-27,First Man on Mars,3.5,2,2016.0,9.0
10378,46229,0.743,2008-09-16,Christian Fuhlendorff -  My First One Man Show,6.9,5,2008.0,9.0
10379,561637,0.6,,Man's First Friend,10.0,1,,
10380,471126,0.6,,Sicily Jass. The World's First Man in Jazz,0.0,0,,
10381,315322,0.6,,"Love Man, The love form the first sight",0.0,0,,
10382,198864,0.649,1962-03-01,The Man from the First Century,5.3,3,1962.0,3.0
10383,471790,0.6,2017-08-18,The First of Many,0.0,0,2017.0,8.0
10384,303169,0.6,2014-11-17,Jason Manford: First World Problems,8.0,1,2014.0,11.0
10385,36957,0.6,1983-01-01,The First Howie Mandel Special,0.0,0,1983.0,1.0
10386,300628,0.6,2010-08-25,David Kau - I Did These Jokes First - Live at the Nelson Mandela Theater,0.0,0,2010.0,8.0
10387,41428,6.542,1989-07-01,Tetsuo: The Iron Man,6.9,188,1989.0,7.0
10388,75129,0.6,2004-11-01,Joe Pasquale: The Everything I Have Ever Done & The First of Many Goodbye Tours,0.0,0,2004.0,11.0
10389,425743,0.949,2006-02-16,The First Emperor,6.0,2,2006.0,2.0
10390,400617,14.176,2017-12-25,Phantom Thread,7.3,1543,2017.0,12.0
10391,389015,16.309,2017-12-08,"I, Tonya",7.6,2725,2017.0,12.0
10392,294285,0.6,1994-04-30,Tonya & Nancy: The Inside Story,0.0,0,1994.0,4.0
10393,508689,0.636,2014-06-04,Tonya is Crying on the Lovers' Bridge,0.0,0,2014.0,6.0
10394,399174,17.154,2018-03-23,Isle of Dogs,7.9,1711,2018.0,3.0
10395,223902,0.751,2011-10-01,Isle of Dogs,4.0,4,2011.0,10.0
10396,446354,14.921,2017-12-22,The Post,7.0,2365,2017.0,12.0
10397,426613,13.755,2018-07-18,The Miseducation of Cameron Post,7.2,247,2018.0,7.0
10398,33591,1.519,2006-03-20,The Border Post,7.5,14,2006.0,3.0
10399,16882,1.985,2008-04-03,The Guard Post,5.6,22,2008.0,4.0
10400,525828,0.881,2010-01-01,The Post,0.0,0,2010.0,1.0
10401,533342,1.126,1950-09-04,Adémaï at the border post,0.0,0,1950.0,9.0
10402,23704,1.247,2004-05-13,The Rocket Post,5.7,3,2004.0,5.0
10403,375009,0.6,1929-11-25,The Post,6.0,1,1929.0,11.0
10404,451408,0.944,2016-09-13,Obesity: The Post Mortem,7.0,2,2016.0,9.0
10405,406544,0.841,1912-04-30,The Post Telegrapher,0.0,0,1912.0,4.0
10406,560054,1.4,2000-01-01,The Post-Impressionists: Cézanne,0.0,0,2000.0,1.0
10407,560056,1.4,2000-01-01,The Post-Impressionists: Rousseau,0.0,0,2000.0,1.0
10408,560058,1.4,2000-01-01,The Post-Impressionists: Gauguin,0.0,0,2000.0,1.0
10409,560059,1.4,2000-01-01,The Post-Impressionists: Klimt,0.0,0,2000.0,1.0
10410,560061,1.4,2000-01-01,The Post-Impressionists: Munch,0.0,0,2000.0,1.0
10411,560062,1.4,2000-01-01,The Post-Impressionists: Toulouse-Lautrec,0.0,0,2000.0,1.0
10412,301970,0.877,1917-09-29,The Man from Painted Post,0.0,0,1917.0,9.0
10413,547461,0.6,1967-01-01,Dita at the Post Office,0.0,0,1967.0,1.0
10414,553425,0.6,2018-10-18,The Sixth Post,0.0,0,2018.0,10.0
10415,213746,0.6,2001-08-11,The Last Post,0.0,0,2001.0,8.0
10416,515042,25.461,2018-10-12,Free Solo,8.0,214,2018.0,10.0
10417,89325,4.278,2012-04-20,Darling Companion,5.1,44,2012.0,4.0
10418,299536,136.642,2018-04-25,Avengers: Infinity War,8.3,12341,2018.0,4.0
10419,299534,104.527,2019-04-24,Avengers: Endgame,0.0,0,2019.0,4.0
10420,453278,9.402,2017-08-16,The Rider,7.5,116,2017.0,8.0
10421,216527,2.808,2024-12-18,Avatar: The Tulkun Rider,0.0,2,2024.0,12.0
10422,508830,10.692,2018-05-19,Kamen Rider Amazons The Movie: The Final Judgement,7.5,2,2018.0,5.0
10423,543094,12.326,2018-08-04,Kamen Rider Build the Movie: Be The One,10.0,1,2018.0,8.0
10424,53827,1.866,1935-06-20,The Dawn Rider,4.8,13,1935.0,6.0
10425,438971,4.011,2017-02-19,Kamen Rider Brave ~Survive! Revival of The Beast Riders Squad!~,0.0,0,2017.0,2.0
10426,535548,1.4,1929-05-11,The Desert Rider,0.0,0,1929.0,5.0
10427,184958,1.151,1935-04-11,The Miracle Rider,4.0,2,1935.0,4.0
